address,grant_id,amount_in_usdt,raw_amount_in_token,token,amount_in_token_minus_gas,created_on,modified_on
0x60ea769c3b7b9c91bcf8d9c573db58f06e4efe12,48,10,10,"""SAI""",10,2019-10-02T17:31:59.228-06:00,2021-11-26T10:19:28.233-07:00
0x60ea769c3b7b9c91bcf8d9c573db58f06e4efe12,39,10,10,"""SAI""",10,2019-10-02T17:31:07.205-06:00,2021-11-26T22:29:45.786-07:00
0x60ea769c3b7b9c91bcf8d9c573db58f06e4efe12,40,10,10,"""SAI""",10,2019-10-02T17:30:11.208-06:00,2021-11-26T10:15:14.362-07:00
0x60ea769c3b7b9c91bcf8d9c573db58f06e4efe12,13,10,10,"""SAI""",10,2019-10-02T17:29:06.191-06:00,2021-11-26T13:35:49.871-07:00
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40,10,10,"""SAI""",10,2019-10-02T17:26:27.147-06:00,2021-11-26T20:27:22.996-07:00
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,13,10,10,"""SAI""",10,2019-10-02T17:25:19.119-06:00,2021-11-26T13:35:48.728-07:00
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,200,10,10,"""SAI""",9.5,2019-10-02T17:22:12.944-06:00,2021-11-26T20:26:15.528-07:00
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,80,10,10,"""SAI""",10,2019-10-02T17:20:42.656-06:00,2021-11-26T20:26:15.058-07:00
0x912fd21d7a69678227fe6d08c64222db41477ba0,40,1,1,"""SAI""",1,2019-10-02T17:18:02.731-06:00,2021-11-26T20:27:19.536-07:00
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,519,10,10,"""SAI""",9.5,2019-10-02T17:17:56.357-06:00,2021-11-26T20:27:13.267-07:00
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,653,10,10,"""SAI""",9.5,2019-10-02T17:15:39.943-06:00,2021-11-26T20:27:12.392-07:00
0x61935cbdd02287b511119ddb11aeb42f1593b7ef,122,1,1,"""SAI""",0.95,2019-10-02T16:49:11.551-06:00,2021-11-26T20:27:00.484-07:00
0x951a280d2d94e5a374908a21531a5f37c3578ea3,145,1,1,"""SAI""",0.95,2019-10-02T16:29:40.895-06:00,2021-11-26T10:57:34.631-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,63,10,10,"""SAI""",10,2019-10-02T16:21:55.027-06:00,2021-11-26T20:27:38.783-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,145,5,5,"""SAI""",5,2019-10-02T16:10:58.888-06:00,2021-11-26T10:20:07.654-07:00
0xd924bdd6fa7fd3d0eb1337853a814a4263dcbfe8,40,50,50,"""SAI""",50,2019-10-02T15:46:29.088-06:00,2021-11-26T11:50:24.958-07:00
0xd924bdd6fa7fd3d0eb1337853a814a4263dcbfe8,125,50,50,"""SAI""",50,2019-10-02T15:45:36.384-06:00,2021-11-26T11:50:24.132-07:00
0xd924bdd6fa7fd3d0eb1337853a814a4263dcbfe8,99,10,10,"""SAI""",10,2019-10-02T15:44:40.069-06:00,2021-11-26T13:35:42.772-07:00
0x8387dbf85230975a26909c1240f6aea7eb45f9f3,137,2,2,"""SAI""",1.9,2019-10-02T15:32:56.504-06:00,2021-11-26T19:25:13.850-07:00
0x8387dbf85230975a26909c1240f6aea7eb45f9f3,122,2,2,"""SAI""",1.9,2019-10-02T15:29:47.290-06:00,2021-11-26T13:35:41.943-07:00
0x8387dbf85230975a26909c1240f6aea7eb45f9f3,653,2,2,"""SAI""",1.9,2019-10-02T15:28:19.512-06:00,2021-11-26T13:35:13.568-07:00
0x8387dbf85230975a26909c1240f6aea7eb45f9f3,15,5,5,"""SAI""",5,2019-10-02T15:23:03.160-06:00,2021-11-26T20:45:26.421-07:00
0x8387dbf85230975a26909c1240f6aea7eb45f9f3,24,5,5,"""SAI""",5,2019-10-02T15:18:32.437-06:00,2021-11-26T20:20:09.741-07:00
0x8387dbf85230975a26909c1240f6aea7eb45f9f3,25,5,5,"""SAI""",5,2019-10-02T15:14:07.101-06:00,2021-11-26T13:35:36.433-07:00
0x8387dbf85230975a26909c1240f6aea7eb45f9f3,40,5,5,"""SAI""",5,2019-10-02T15:11:42.676-06:00,2021-11-26T20:27:31.427-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,40,50,50,"""SAI""",50,2019-10-02T15:06:40.602-06:00,2021-11-26T19:20:48.689-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,40,5,5,"""SAI""",5,2019-10-02T15:06:22.931-06:00,2021-11-26T11:50:23.422-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,40,50,50,"""SAI""",50,2019-10-02T15:04:24.399-06:00,2021-11-26T11:50:23.033-07:00
0x932348df588923ba3f1fd50593b22c4e2a287919,40,50,50,"""SAI""",50,2019-10-02T14:56:56.178-06:00,2021-11-26T10:19:56.792-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,145,5,5,"""SAI""",4.75,2019-10-02T14:43:41.589-06:00,2021-11-26T19:25:13.749-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,80,5,5,"""SAI""",5,2019-10-02T14:31:55.206-06:00,2021-11-26T11:50:29.196-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,107,5,5,"""SAI""",5,2019-10-02T14:27:12.858-06:00,2021-11-26T10:19:53.812-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,39,5,5,"""SAI""",5,2019-10-02T14:21:06.717-06:00,2021-11-26T20:45:26.188-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,29,5,5,"""SAI""",5,2019-10-02T14:17:25.200-06:00,2021-11-26T13:35:03.319-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,20,5,5,"""SAI""",5,2019-10-02T14:13:19.813-06:00,2021-11-26T20:27:30.832-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,40,5,5,"""SAI""",5,2019-10-02T14:10:41.408-06:00,2021-11-26T10:15:17.338-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,25,10,10,"""SAI""",10,2019-10-02T14:03:28.335-06:00,2021-11-26T11:01:27.528-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,48,10,10,"""SAI""",10,2019-10-02T14:00:22.116-06:00,2021-11-26T11:33:55.497-07:00
0x762d141b8d9600bde64138762e6fb38efc56dcba,39,1,1,"""SAI""",1,2019-10-02T13:57:52.332-06:00,2021-11-26T13:35:06.225-07:00
0x979ff11dcbf3ac66a4d15a7b3a5b306ccbbef4e9,653,20,20,"""SAI""",18,2019-10-02T13:53:18.129-06:00,2021-11-26T13:35:04.681-07:00
0x9eb24c1ea221216158b7908179c13192fee89b4a,519,2,2,"""SAI""",1.9,2019-10-02T13:27:58.289-06:00,2021-11-26T22:18:11.437-07:00
0xf5dce57282a584d2746faf1593d3121fcac444dc,24,1,1,"""SAI""",0.999999996,2019-10-02T13:27:49.227-06:00,2021-11-26T20:27:29.777-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,24,5,5,"""SAI""",4.9999999989,2019-10-02T13:27:24.257-06:00,2021-11-26T10:19:43.942-07:00
0x2c4bd064b998838076fa341a83d007fc2fa50957,519,2,2,"""SAI""",1.9,2019-10-02T13:26:00.824-06:00,2021-11-26T10:57:34.060-07:00
0x5b5dec770db497cd4d9ba840d39a57d90a90027c,40,10,10,"""SAI""",9.9999999988,2019-10-02T13:25:52.936-06:00,2021-11-26T13:35:41.308-07:00
0x2c4bd064b998838076fa341a83d007fc2fa50957,653,2,2,"""SAI""",1.9,2019-10-02T13:21:21.352-06:00,2021-11-26T10:19:32.462-07:00
0x2c4bd064b998838076fa341a83d007fc2fa50957,13,1,1,"""SAI""",1,2019-10-02T13:09:55.326-06:00,2021-11-26T20:20:09.686-07:00
0x2c4bd064b998838076fa341a83d007fc2fa50957,13,1,1,"""SAI""",1,2019-10-02T13:05:46.807-06:00,2021-11-26T11:50:29.280-07:00
0x04bfe943838bcbfd0450cb3489ef9a5265617c17,144,5.25,5.25,"""SAI""",4.9875,2019-10-02T13:03:40.521-06:00,2021-11-26T20:27:28.555-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,86,15,15,"""SAI""",15,2019-10-02T12:45:31.598-06:00,2021-11-26T11:30:03.148-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,56,5,5,"""SAI""",5,2019-10-02T12:39:23.426-06:00,2021-11-26T13:35:35.965-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,101,5,5,"""SAI""",5,2019-10-02T12:37:44.397-06:00,2021-11-26T20:27:27.958-07:00
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,144,1,1,"""SAI""",0.95,2019-10-02T12:37:06.778-06:00,2021-11-26T19:25:13.213-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,303,50,50,"""SAI""",47.5,2019-10-02T12:34:28.980-06:00,2021-11-26T13:35:34.996-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,62,42,42,"""SAI""",42,2019-10-02T12:32:53.201-06:00,2021-11-26T11:50:28.930-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,124,5,5,"""SAI""",5,2019-10-02T12:31:26.003-06:00,2021-11-26T11:50:29.375-07:00
0x4c6eb76d262cc6121843f74e1d18036adf03f1bf,132,10,10,"""SAI""",10,2019-10-02T12:30:10.776-06:00,2021-11-26T19:25:13.299-07:00
0xbef50590bc88feedbcd428d3805ce9de95da7a98,143,5,5,"""SAI""",5,2019-10-02T12:29:55.949-06:00,2021-11-26T11:29:13.222-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,17,45,45,"""SAI""",45,2019-10-02T12:28:08.510-06:00,2021-11-26T11:30:02.226-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,35,30,30,"""SAI""",30,2019-10-02T12:26:14.749-06:00,2021-11-26T13:34:54.813-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,111,25,25,"""SAI""",25,2019-10-02T12:24:53.611-06:00,2021-11-26T11:50:30.020-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,274,10,10,"""SAI""",10,2019-10-02T12:23:29.468-06:00,2021-11-26T20:26:14.616-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,25,2.53349999999995,50,"""GRID""",49.999999999999,2019-10-02T12:23:09.463-06:00,2021-11-26T10:15:13.736-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,79,2.53349999999995,50,"""GRID""",49.999999999999,2019-10-02T12:22:17.314-06:00,2021-11-26T13:35:27.855-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,41,75,75,"""SAI""",75,2019-10-02T12:21:30.066-06:00,2021-11-26T22:25:34.070-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,24,2.53349999999995,50,"""GRID""",49.999999999999,2019-10-02T12:20:03.562-06:00,2021-11-26T20:27:46.733-07:00
0xbef50590bc88feedbcd428d3805ce9de95da7a98,22,75,75,"""SAI""",75,2019-10-02T12:19:57.465-06:00,2021-11-26T10:57:35.090-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,26,5,5,"""SAI""",5,2019-10-02T12:17:22.438-06:00,2021-11-26T20:38:42.709-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,183,60,60,"""SAI""",60,2019-10-02T12:16:55.641-06:00,2021-11-26T20:38:43.185-07:00
0xe9cf7887b93150d4f2da7dfc6d502b216438f244,130,55,55,"""SAI""",52.25,2019-10-02T12:15:17.786-06:00,2021-11-26T13:35:01.433-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,86,5,5,"""SAI""",5,2019-10-02T12:14:21.120-06:00,2021-11-26T11:09:27.804-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,66,50,50,"""SAI""",50,2019-10-02T12:14:20.402-06:00,2021-11-26T13:34:48.225-07:00
0xdb3d918df2cb3e5486cfc39b188c6f2b268a6511,145,1,1,"""SAI""",1,2019-10-02T12:14:05.821-06:00,2021-11-26T11:09:23.341-07:00
0xe9cf7887b93150d4f2da7dfc6d502b216438f244,37,55,55,"""SAI""",55,2019-10-02T12:13:56.930-06:00,2021-11-26T19:25:13.640-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,131,5,5,"""SAI""",5,2019-10-02T12:12:57.811-06:00,2021-11-26T22:23:53.539-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,55,40,40,"""SAI""",40,2019-10-02T12:12:29.427-06:00,2021-11-26T11:09:23.284-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,22,1,1,"""SAI""",1,2019-10-02T12:12:15.318-06:00,2021-11-26T13:34:56.295-07:00
0xe9cf7887b93150d4f2da7dfc6d502b216438f244,40,55,55,"""SAI""",55,2019-10-02T12:11:58.057-06:00,2021-11-26T13:34:49.380-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,22,1,1,"""SAI""",1,2019-10-02T12:11:56.856-06:00,2021-11-26T20:14:42.182-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,36,1,1,"""SAI""",1,2019-10-02T12:11:14.125-06:00,2021-11-26T20:16:55.580-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,143,30,30,"""SAI""",24,2019-10-02T12:10:49.360-06:00,2021-11-26T13:34:46.235-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,32,5,5,"""SAI""",5,2019-10-02T12:10:25.200-06:00,2021-11-26T22:18:34.433-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,108,55,55,"""SAI""",55,2019-10-02T12:10:15.376-06:00,2021-11-26T22:25:33.522-07:00
0xe9cf7887b93150d4f2da7dfc6d502b216438f244,116,55,55,"""SAI""",52.25,2019-10-02T12:09:47.379-06:00,2021-11-26T13:35:22.096-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,303,1,1,"""SAI""",0.95,2019-10-02T12:09:43.859-06:00,2021-11-26T20:38:40.810-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,183,1,1,"""SAI""",1,2019-10-02T12:08:35.472-06:00,2021-11-26T13:34:46.861-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,114,30,30,"""SAI""",30,2019-10-02T12:08:25.896-06:00,2021-11-26T13:35:34.380-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,107,40,40,"""SAI""",40,2019-10-02T12:06:41.018-06:00,2021-11-26T19:25:14.275-07:00
0xe9cf7887b93150d4f2da7dfc6d502b216438f244,138,7.3,7.3,"""SAI""",6.935,2019-10-02T12:06:23.518-06:00,2021-11-26T20:16:55.385-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,20,20,20,"""SAI""",20,2019-10-02T12:03:16.633-06:00,2021-11-26T19:25:14.437-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,115,5,5,"""SAI""",5,2019-10-02T12:03:01.635-06:00,2021-11-26T20:16:55.336-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,122,1,1,"""SAI""",0.95,2019-10-02T12:02:59.705-06:00,2021-11-26T20:38:34.814-07:00
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,145,25,25,"""SAI""",23.75,2019-10-02T12:02:58.874-06:00,2021-11-26T13:35:47.732-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,79,60,60,"""SAI""",60,2019-10-02T12:01:09.487-06:00,2021-11-26T19:25:14.522-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,89,1,1,"""SAI""",1,2019-10-02T12:01:05.508-06:00,2021-11-26T11:09:09.537-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,29,5,5,"""SAI""",5,2019-10-02T12:01:03.399-06:00,2021-11-26T19:25:14.199-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,89,1,1,"""SAI""",1,2019-10-02T12:01:00.190-06:00,2021-11-26T13:34:47.666-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,89,1,1,"""SAI""",1,2019-10-02T11:59:31.171-06:00,2021-11-26T13:34:40.520-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,200,60,60,"""SAI""",60,2019-10-02T11:58:46.830-06:00,2021-11-26T22:25:31.492-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,13,1,1,"""SAI""",1,2019-10-02T11:58:36.991-06:00,2021-11-26T11:09:09.413-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,23,20,20,"""SAI""",20,2019-10-02T11:58:26.541-06:00,2021-11-26T13:35:08.949-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,653,1,1,"""SAI""",0.95,2019-10-02T11:57:30.099-06:00,2021-11-26T22:23:18.997-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,40,1,1,"""SAI""",1,2019-10-02T11:57:15.817-06:00,2021-11-26T13:35:11.753-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,137,5,5,"""SAI""",5,2019-10-02T11:56:47.460-06:00,2021-11-26T13:35:18.967-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,48,25,25,"""SAI""",25,2019-10-02T11:56:34.358-06:00,2021-11-26T19:25:14.121-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,48,1,1,"""SAI""",1,2019-10-02T11:56:32.136-06:00,2021-11-26T20:38:31.962-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,80,1,1,"""SAI""",1,2019-10-02T11:55:06.028-06:00,2021-11-26T20:37:01.894-07:00
0x11179c3cb11cd08ca22afb91e515257d5e7bf03c,36,25,25,"""SAI""",25,2019-10-02T11:54:33.860-06:00,2021-11-26T19:25:14.025-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,138,10,10,"""SAI""",10,2019-10-02T11:54:31.140-06:00,2021-11-26T10:15:20.875-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,137,25,25,"""SAI""",25,2019-10-02T11:53:52.850-06:00,2021-11-26T13:34:33.884-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,48,1,1,"""SAI""",1,2019-10-02T11:51:52.027-06:00,2021-11-26T13:35:14.137-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,80,10,10,"""SAI""",10,2019-10-02T11:51:46.346-06:00,2021-11-26T11:34:24.818-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,39,1,1,"""SAI""",1,2019-10-02T11:50:59.446-06:00,2021-11-26T19:20:48.850-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,142,5,5,"""SAI""",5,2019-10-02T11:50:37.066-06:00,2021-11-26T13:35:12.624-07:00
0x1f3d2faa640d9ce0366da072b8a376d07053b5bc,653,0.95,0.95,"""SAI""",0.9,2019-10-02T11:50:32.206-06:00,2021-11-26T20:26:15.461-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,80,1,1,"""SAI""",1,2019-10-02T11:48:17.216-06:00,2021-11-26T20:17:39.898-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,519,20,20,"""SAI""",20,2019-10-02T11:47:58.465-06:00,2021-11-26T13:34:42.076-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,29,1,1,"""SAI""",1,2019-10-02T11:47:53.126-06:00,2021-11-26T13:34:32.345-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,104,15,15,"""SAI""",15,2019-10-02T11:46:22.027-06:00,2021-11-26T13:34:27.034-07:00
0x15ae150d7dc03d3b635ee90b85219dbfe071ed35,89,30,30,"""SAI""",30,2019-10-02T11:45:35.465-06:00,2021-11-26T10:20:12.696-07:00
0x7dfad1fdee107d211d116f7e4654567c1877b5af,112,25,25,"""SAI""",25,2019-10-02T11:44:11.498-06:00,2021-11-26T10:20:13.003-07:00
0xd4eb7b6a59ab94af8ef5d104a58de54866b481c2,25,1,1,"""SAI""",1,2019-10-02T11:42:51.639-06:00,2021-11-26T13:34:27.967-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,24,10,10,"""SAI""",10,2019-10-02T11:28:06.574-06:00,2021-11-26T20:27:38.849-07:00
0x3ac5da0e1ee35ddcfd6d81c1b90a1cee5fc6850e,107,0.1,0.1,"""SAI""",0.1,2019-10-02T11:20:01.802-06:00,2021-11-26T13:34:26.672-07:00
0x4a8ccae749e421c3f094b17527747f8be3bc3069,122,10,10,"""SAI""",10,2019-10-02T11:19:54.160-06:00,2021-11-26T13:34:41.249-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,13,10,10,"""SAI""",10,2019-10-02T11:12:03.095-06:00,2021-11-26T10:20:04.925-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,22,5,5,"""SAI""",5,2019-10-02T11:06:03.171-06:00,2021-11-26T22:28:04.707-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,519,5,5,"""SAI""",5,2019-10-02T11:02:24.164-06:00,2021-11-26T20:27:37.471-07:00
0x11111254369792b2ca5d084ab5eea397ca8fa48b,20,5,5,"""SAI""",5,2019-10-02T10:59:34.097-06:00,2021-11-26T10:15:18.442-07:00
0xc9aedb781125fa8eb6c349a816e7cbc02f077315,200,10,10,"""SAI""",9.5,2019-10-02T10:59:21.362-06:00,2021-11-26T20:27:38.096-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,40,10,10,"""SAI""",10,2019-10-02T10:57:57.998-06:00,2021-11-26T20:45:26.114-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,200,10,10,"""SAI""",9.5,2019-10-02T10:57:27.850-06:00,2021-11-26T20:45:26.035-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,48,10,10,"""SAI""",10,2019-10-02T10:56:59.076-06:00,2021-11-26T22:40:10.203-07:00
0xc9aedb781125fa8eb6c349a816e7cbc02f077315,131,2,2,"""SAI""",1.9,2019-10-02T10:55:41.107-06:00,2021-11-26T22:18:34.200-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,274,10,10,"""SAI""",9.5,2019-10-02T10:54:59.699-06:00,2021-11-26T20:27:37.557-07:00
0xc9aedb781125fa8eb6c349a816e7cbc02f077315,39,5,5,"""SAI""",5,2019-10-02T10:50:58.119-06:00,2021-11-26T13:35:02.613-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,80,10,10,"""SAI""",10,2019-10-02T10:49:15.108-06:00,2021-11-26T11:01:27.591-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,125,10,10,"""SAI""",9.5,2019-10-02T10:46:09.346-06:00,2021-11-26T11:30:04.308-07:00
0x1522900b6dafac587d499a862861c0869be6e428,104,10,10,"""SAI""",10,2019-10-02T10:44:55.587-06:00,2021-11-26T11:30:04.725-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,13,10,10,"""SAI""",10,2019-10-02T10:44:51.776-06:00,2021-11-26T10:19:56.420-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,122,10,10,"""SAI""",9.5,2019-10-02T10:44:22.452-06:00,2021-11-26T22:23:18.930-07:00
0xf3d62c4b1c2836efd4e5d018d10bf689d6ee4e60,80,5,5,"""SAI""",5,2019-10-02T10:44:01.464-06:00,2021-11-26T13:34:25.496-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,25,10,10,"""SAI""",10,2019-10-02T10:43:49.006-06:00,2021-11-26T13:34:56.130-07:00
0x20494c4f0fcc66c7a9cd18becd2bfbd15f710e33,13,14,14,"""SAI""",14,2019-10-02T10:43:36.270-06:00,2021-11-26T13:34:17.920-07:00
0xf3d62c4b1c2836efd4e5d018d10bf689d6ee4e60,131,5,5,"""SAI""",5,2019-10-02T10:43:16.507-06:00,2021-11-26T11:30:02.796-07:00
0xa8b39829ce2246f89b31c013b8cde15506fb9a76,17,10,10,"""SAI""",10,2019-10-02T10:41:14.747-06:00,2021-11-26T19:01:45.965-07:00
0x87504c734b79127df3397fcbf38ec15080ead4e0,104,5,5,"""SAI""",5,2019-10-02T10:39:04.465-06:00,2021-11-26T11:50:30.445-07:00
0x09cabec1ead1c0ba254b09efb3ee13841712be14,89,5,5,"""SAI""",5,2019-10-02T10:38:14.393-06:00,2021-11-26T20:38:02.296-07:00
